Requested Rect. Yield,Date Completed,Work Center
88.1,9/3/2015,FINNSG3
86.7,9/3/2015,FINNSG2
86.9,9/3/2015,FINNSG3
85.4,9/3/2015,FINNSG1
76.96,9/3/2015,Amada Vipros 2 - Cell #1
61.32,9/3/2015,Amada Vipros 1 - Cell #1
91.4,9/3/2015,FINNSG3
63.6,9/3/2015,Salvagnini laser
90,9/3/2015,FINNSG5
81.3,9/3/2015,FINNSG1
90.7,9/3/2015,FINNSG2
87,9/3/2015,FINNSG5
86.1,9/3/2015,FINNSG1
90.1,9/3/2015,FINNSG1
88.8,9/3/2015,FINNSG2
65.21,9/3/2015,Amada Vipros 1 - Cell #1
87.2,9/3/2015,FINNSG4
75.29,9/3/2015,Amada Pulsar Laser  - Cell #1
64.93,9/3/2015,Amada Vipros 3 - Cell #2
87.3,9/3/2015,FINNSG1
90.2,9/3/2015,FINNSG5
39.37,9/3/2015,Salvagnini laser
90.3,9/3/2015,FINNSG1
65.21,9/3/2015,Amada Vipros 1 - Cell #1
50.51,9/3/2015,Amada Vipros 2 - Cell #1
90.5,9/3/2015,FINNSG5
90.1,9/3/2015,FINNSG5
86.7,9/3/2015,FINNSG1
4.08,9/3/2015,Amada Pulsar Laser  - Cell #1
83.48,9/3/2015,Amada Vipros 3 - Cell #2
65.22,9/3/2015,Amada Vipros 1 - Cell #1
86.8,9/3/2015,FINNSG5
84.71,9/3/2015,Amada Vipros 2 - Cell #1
78.77,9/3/2015,Amada Vipros 1 - Cell #1
87,9/3/2015,FINNSG3
78.77,9/3/2015,Amada Vipros 1 - Cell #1
94.05,9/3/2015,Salvagnini laser
81.2,9/3/2015,FINNSG4
60.2,9/3/2015,FINNSG5
89.1,9/3/2015,FINNSG1
85.2,9/3/2015,FINNSG1
82.5,9/3/2015,FINNSG4
76.92,9/3/2015,Amada Vipros 1 - Cell #1
85.7,9/3/2015,FINNSG5
4.91,9/3/2015,Amada Pulsar Laser  - Cell #1
90,9/3/2015,FINNSG3
73.2,9/3/2015,Amada Vipros 2 - Cell #1
88.9,9/3/2015,FINNSG3
89.2,9/3/2015,FINNSG1
76.92,9/3/2015,Amada Vipros 1 - Cell #1
70.81,9/3/2015,Amada Vipros 1 - Cell #1
74.59,9/3/2015,Amada Pulsar Laser  - Cell #1
90.3,9/3/2015,FINNSG1
82.48,9/3/2015,Amada Vipros 3 - Cell #2
107.82,9/3/2015,Salvagnini laser
90,9/3/2015,FINNSG3
87.7,9/3/2015,FINNSG4
83.9,9/3/2015,Amada Vipros 1 - Cell #1
73.73,9/3/2015,Amada Pulsar Laser  - Cell #1
83.9,9/3/2015,Amada Vipros 1 - Cell #1
60.3,9/3/2015,Amada Vipros 5 - Cell #3
77.89,9/3/2015,Amada Vipros 1 - Cell #1
72.47,9/3/2015,Amada Pulsar Laser  - Cell #1
87.01,9/3/2015,Salvagnini laser
81,9/3/2015,FINNSG5
84.8,9/3/2015,FINNSG4
53.78,9/3/2015,Amada Vipros 1 - Cell #1
92.7,9/3/2015,FINNSG3
84.3,9/3/2015,FINNSG5
84.16,9/3/2015,Amada Vipros 3 - Cell #2
76.9,9/3/2015,Amada Vipros 2 - Cell #1
60.28,9/3/2015,Amada Vipros 1 - Cell #1
83,9/3/2015,FINNSG5
71.53,9/3/2015,Amada Pulsar Laser  - Cell #1
87.74,9/3/2015,Amada Vipros 1 - Cell #1
78.3,9/3/2015,FINNSG5
91.8,9/3/2015,FINNSG1
91.8,9/3/2015,FINNSG3
68.94,9/3/2015,Amada Vipros 1 - Cell #1
85.5,9/3/2015,FINNSG5
74.98,9/3/2015,Amada Vipros 2 - Cell #1
92.9,9/3/2015,FINNSG3
80.8,9/3/2015,FINNSG5
88.74,9/3/2015,Amada Vipros 1 - Cell #1
70.8,9/3/2015,Amada Vipros 3 - Cell #2
47.57,9/3/2015,Amada FMS #2
86.4,9/3/2015,FINNSG4
88.4,9/3/2015,FINNSG3
45.07,9/3/2015,Amada Pulsar Laser  - Cell #1
86,9/3/2015,FINNSG5
95.11,9/3/2015,Salvagnini laser
76.8,9/3/2015,FINNSG4
84.6,9/3/2015,FINNSG3
88.74,9/3/2015,Amada Vipros 1 - Cell #1
86.5,9/3/2015,FINNSG5
91.2,9/3/2015,FINNSG3
91.5,9/3/2015,FINNSG5
86,9/3/2015,FINNSG3
91.6,9/3/2015,FINNSG3
86.7,9/3/2015,FINNSG1
86.4,9/3/2015,FINNSG1
62.11,9/3/2015,Amada Vipros 1 - Cell #1
92,9/3/2015,FINNSG5
89.45,9/3/2015,Salvagnini laser
91.4,9/3/2015,FINNSG4
93.3,9/3/2015,FINNSG3
92.7,9/3/2015,FINNSG3
79.04,9/3/2015,Amada Vipros 3 - Cell #2
87.8,9/3/2015,FINNSG5
64.04,9/3/2015,Amada Vipros 5 - Cell #3
83.6,9/3/2015,FINNSG4
87.9,9/3/2015,FINNSG4
47.89,9/3/2015,Amada FMS #2
84.84,9/3/2015,Amada Vipros 1 - Cell #1
89,9/3/2015,FINNSG1
80.92,9/3/2015,Amada Vipros 2 - Cell #1
91.2,9/3/2015,FINNSG5
83.3,9/3/2015,FINNSG4
93,9/3/2015,FINNSG3
62.11,9/3/2015,Amada Vipros 1 - Cell #1
9.87,9/3/2015,Amada Pulsar Laser  - Cell #1
88.3,9/3/2015,FINNSG1
80.8,9/3/2015,FINNSG4
88.5,9/3/2015,FINNSG3
73.79,9/3/2015,Amada Vipros 2 - Cell #1
89.9,9/3/2015,FINNSG1
74.37,9/3/2015,Amada FMS #2
51.24,9/3/2015,Amada Vipros 1 - Cell #1
10.26,9/3/2015,Amada Pulsar Laser  - Cell #1
89.4,9/3/2015,FINNSG4
69.26,9/3/2015,Amada Vipros 5 - Cell #3
75.2,9/3/2015,FINNSG4
66.61,9/3/2015,Amada Vipros 3 - Cell #2
92,9/3/2015,FINNSG3
90.99,9/3/2015,Salvagnini laser
45.6,9/3/2015,Amada Pulsar Laser  - Cell #1
87.4,9/3/2015,FINNSG3
92.9,9/3/2015,FINNSG3
81.9,9/3/2015,Salvagnini laser
73.62,9/3/2015,Amada Vipros 2 - Cell #1
85.1,9/3/2015,FINNSG1
90.2,9/3/2015,FINNSG1
87.5,9/3/2015,FINNSG5
78.55,9/3/2015,Amada Vipros 3 - Cell #2
83,9/3/2015,FINNSG3
65.64,9/3/2015,Amada Pulsar Laser  - Cell #1
78.14,9/3/2015,Amada Vipros 5 - Cell #3
78.46,9/3/2015,Amada Vipros 1 - Cell #1
76.22,9/3/2015,Amada Vipros 3 - Cell #2
54.08,9/3/2015,Amada Pulsar Laser  - Cell #1
74.29,9/3/2015,Salvagnini laser
63.67,9/3/2015,Amada Pulsar Laser  - Cell #1
57.7,9/3/2015,Amada Vipros 1 - Cell #1
85.8,9/3/2015,FINNSG3
76.16,9/3/2015,Amada Vipros 3 - Cell #2
81,9/3/2015,FINNSG5
73.56,9/3/2015,Amada Vipros 1 - Cell #1
91.2,9/3/2015,FINNSG3
88.3,9/3/2015,FINNSG2
89.2,9/3/2015,FINNSG5
72.08,9/3/2015,Amada Pulsar Laser  - Cell #1
40.97,9/3/2015,Salvagnini laser
49.6,9/3/2015,Amada Vipros 5 - Cell #3
84.65,9/3/2015,Amada Vipros 3 - Cell #2
89.1,9/3/2015,FINNSG2
84.5,9/3/2015,FINNSG3
84.3,9/3/2015,FINNSG3
91,9/3/2015,FINNSG2
90.7,9/3/2015,FINNSG3
90.1,9/3/2015,FINNSG2
35.12,9/3/2015,Amada Vipros 1 - Cell #1
76,9/3/2015,Amada FMS #2
73.06,9/3/2015,Amada FMS #2
65.06,9/3/2015,Amada FMS #2
81.88,9/3/2015,Amada FMS #2
71.4,9/3/2015,Amada FMS #2
75.7,9/3/2015,Amada FMS #2
94.1,9/3/2015,FINNSG3
76.21,9/3/2015,Amada FMS #2
67.55,9/3/2015,Amada FMS #2
79.72,9/3/2015,Amada Pulsar Laser  - Cell #1
38.11,9/3/2015,Amada Vipros 5 - Cell #3
89.3,9/3/2015,FINNSG3
88,9/3/2015,FINNSG2
83.19,9/3/2015,Amada Vipros 3 - Cell #2
88.7,9/3/2015,FINNSG1
73.4,9/3/2015,Amada Vipros 1 - Cell #1
80.8,9/3/2015,Amada Vipros 3 - Cell #2
80.44,9/3/2015,Salvagnini laser
85.4,9/3/2015,FINNSG3
64.75,9/3/2015,Amada Vipros 1 - Cell #1
91.8,9/3/2015,FINNSG3
71.26,9/3/2015,Amada Vipros 5 - Cell #3
92,9/3/2015,FINNSG2
70.96,9/3/2015,Amada FMS #2
81.4,9/3/2015,Amada Vipros 1 - Cell #1
91.5,9/3/2015,FINNSG2
88.6,9/3/2015,FINNSG3
78.21,9/3/2015,Amada Vipros 3 - Cell #2
90.9,9/3/2015,FINNSG2
71.61,9/3/2015,Amada Pulsar Laser  - Cell #1
88.2,9/3/2015,FINNSG3
71.26,9/3/2015,Amada Vipros 5 - Cell #3
85.04,9/3/2015,Amada FMS #2
91.8,9/3/2015,FINNSG1
79.69,9/3/2015,Amada Vipros 3 - Cell #2
92.9,9/3/2015,FINNSG1
16.25,9/3/2015,Amada Pulsar Laser  - Cell #1
84,9/3/2015,FINNSG2
90,9/3/2015,FINNSG1
111.04,9/3/2015,Salvagnini laser
92.7,9/3/2015,FINNSG1
76.49,9/3/2015,Amada FMS #2
76.01,9/3/2015,Amada Vipros 3 - Cell #2
89.2,9/3/2015,FINNSG1
70.37,9/3/2015,Amada Vipros 5 - Cell #3
87.7,9/3/2015,FINNSG5
85.5,9/3/2015,FINNSG1
72.48,9/3/2015,Salvagnini laser
89.7,9/3/2015,FINNSG3
52.52,9/3/2015,Salvagnini laser
90.4,9/3/2015,FINNSG2
41.84,9/3/2015,Amada Pulsar Laser  - Cell #1
90,9/3/2015,FINNSG1
86.2,9/3/2015,FINNSG3
89.3,9/3/2015,FINNSG1
63.95,9/3/2015,Amada FMS #2
76.02,9/3/2015,Amada FMS #2
3.02,9/3/2015,Amada Pulsar Laser  - Cell #1
67.87,9/3/2015,Amada Vipros 5 - Cell #3
89.2,9/3/2015,FINNSG2
86.3,9/3/2015,FINNSG3
80.2,9/3/2015,FINNSG1
91.8,9/3/2015,FINNSG3
75.46,9/3/2015,Amada Vipros 2 - Cell #1
91.1,9/3/2015,FINNSG3
90.7,9/3/2015,FINNSG3
78.78,9/3/2015,Amada Vipros 5 - Cell #3
69.62,9/3/2015,Amada Pulsar Laser  - Cell #1
68.28,9/3/2015,Amada FMS #2
71.67,9/3/2015,Amada FMS #2
69.93,9/3/2015,Amada FMS #2
90.8,9/3/2015,FINNSG4
62.63,9/3/2015,Amada Vipros 3 - Cell #2
77.7,9/3/2015,FINNSG1
87.1,9/3/2015,FINNSG4
88.7,9/3/2015,FINNSG2
93.7,9/3/2015,FINNSG5
87,9/3/2015,FINNSG3
83.65,9/3/2015,Amada FMS #2
79.7,9/3/2015,FINNSG1
68.74,9/3/2015,Amada Vipros 5 - Cell #3
70.94,9/3/2015,Amada Vipros 2 - Cell #1
86.8,9/3/2015,FINNSG3
90,9/3/2015,FINNSG2
89.3,9/3/2015,FINNSG3
89.4,9/3/2015,FINNSG4
70.78,9/3/2015,Amada Vipros 5 - Cell #3
79.27,9/3/2015,Amada Vipros 2 - Cell #1
59.54,9/3/2015,Amada Vipros 1 - Cell #1
87.7,9/3/2015,FINNSG3
72.18,9/3/2015,Salvagnini laser
63.56,9/3/2015,Amada Vipros 1 - Cell #1
92.1,9/3/2015,FINNSG4
64.67,9/3/2015,Amada Vipros 5 - Cell #3
91,9/3/2015,FINNSG3
71.8,9/3/2015,Amada Vipros 2 - Cell #1
83.96,9/3/2015,Amada Pulsar Laser  - Cell #1
78.3,9/3/2015,FINNSG5
90.7,9/3/2015,FINNSG2
78.61,9/3/2015,Amada Vipros 5 - Cell #3
90.2,9/3/2015,FINNSG4
83.9,9/3/2015,FINNSG3
58.3,9/3/2015,Amada FMS #2
27.66,9/3/2015,Amada Vipros 1 - Cell #1
87.7,9/3/2015,FINNSG4
92.2,9/3/2015,FINNSG3
92.3,9/3/2015,FINNSG2
47.01,9/3/2015,Amada Pulsar Laser  - Cell #1
85.9,9/3/2015,FINNSG5
69.91,9/3/2015,Amada Vipros 5 - Cell #3
88.4,9/3/2015,FINNSG2
87.6,9/3/2015,FINNSG3
81.87,9/3/2015,Amada Vipros 3 - Cell #2
14.23,9/3/2015,Amada Pulsar Laser  - Cell #1
73.12,9/3/2015,Amada Vipros 5 - Cell #3
91.2,9/3/2015,FINNSG3
87.7,9/3/2015,FINNSG1
61.46,9/3/2015,Amada Vipros 5 - Cell #3
89.3,9/3/2015,FINNSG2
73.66,9/3/2015,Amada Vipros 1 - Cell #1
90.8,9/3/2015,FINNSG3
81.5,9/3/2015,FINNSG5
88.11,9/3/2015,Amada Vipros 2 - Cell #1
90,9/3/2015,FINNSG2
78.22,9/3/2015,Amada Vipros 1 - Cell #1
78.44,9/3/2015,Amada Vipros 3 - Cell #2
86,9/3/2015,FINNSG3
88.9,9/3/2015,FINNSG2
86.9,9/3/2015,FINNSG3
91.6,9/3/2015,FINNSG2
72.72,9/3/2015,Amada FMS #2
86.2,9/3/2015,FINNSG3
79.24,9/3/2015,Amada Vipros 5 - Cell #3
91.2,9/3/2015,FINNSG5
72.89,9/3/2015,Amada FMS #2
89.7,9/3/2015,FINNSG2
79.59,9/3/2015,Salvagnini laser
88.1,9/3/2015,FINNSG1
79.07,9/3/2015,Amada Vipros 2 - Cell #1
65.6,9/3/2015,Amada FMS #2
89.4,9/3/2015,FINNSG5
63.43,9/3/2015,Amada FMS #2
69.42,9/3/2015,Amada Pulsar Laser  - Cell #1
80.5,9/3/2015,Amada Vipros 3 - Cell #2
82.9,9/3/2015,FINNSG1
75.51,9/3/2015,Amada FMS #2
76.3,9/3/2015,Amada Vipros 2 - Cell #1
90.9,9/3/2015,FINNSG5
83.8,9/3/2015,FINNSG3
74.51,9/3/2015,Amada Vipros 1 - Cell #1
85.9,9/3/2015,FINNSG1
91,9/3/2015,FINNSG2
67.87,9/3/2015,Amada Vipros 5 - Cell #3
92.3,9/3/2015,FINNSG4
92.1,9/3/2015,FINNSG4
90.1,9/3/2015,FINNSG3
72.89,9/3/2015,Amada FMS #2
92.9,9/3/2015,FINNSG5
72.11,9/3/2015,Amada Vipros 1 - Cell #1
88.8,9/3/2015,FINNSG3
88.3,9/3/2015,FINNSG1
80.77,9/3/2015,Amada Vipros 3 - Cell #2
87.7,9/3/2015,FINNSG2
56.9,9/3/2015,Amada Vipros 5 - Cell #3
88,9/3/2015,FINNSG4
90.3,9/3/2015,FINNSG3
89.8,9/3/2015,FINNSG2
85.7,9/3/2015,FINNSG1
89,9/3/2015,FINNSG3
93.1,9/3/2015,FINNSG3
92.9,9/3/2015,FINNSG5
71.86,9/3/2015,Amada Vipros 2 - Cell #1
30.87,9/3/2015,Amada Vipros 3 - Cell #2
91.7,9/3/2015,FINNSG3
85.5,9/3/2015,FINNSG4
84.7,9/3/2015,FINNSG1
88.5,9/3/2015,FINNSG5
72.95,9/3/2015,Amada Pulsar Laser  - Cell #1
79.59,9/3/2015,Salvagnini laser
53.53,9/3/2015,Amada Vipros 5 - Cell #3
69.17,9/3/2015,Amada Vipros 2 - Cell #1
78.21,9/3/2015,Salvagnini laser
85,9/3/2015,FINNSG3
70.28,9/3/2015,Amada Vipros 1 - Cell #1
8.45,9/3/2015,Salvagnini laser
87.6,9/3/2015,FINNSG2
91.2,9/3/2015,FINNSG1
69.31,9/3/2015,Amada Vipros 5 - Cell #3
80.5,9/3/2015,FINNSG3
75.62,9/3/2015,Amada Vipros 3 - Cell #2
53.54,9/3/2015,Amada Vipros 5 - Cell #3
87.9,9/3/2015,FINNSG2
85.2,9/3/2015,FINNSG3
75.64,9/3/2015,Salvagnini laser
56.59,9/3/2015,Amada Vipros 5 - Cell #3
89.3,9/3/2015,FINNSG3
86.6,9/3/2015,FINNSG2
84,9/3/2015,FINNSG1
60.41,9/3/2015,Amada Vipros 2 - Cell #1
87.4,9/3/2015,FINNSG5
69.39,9/3/2015,Amada Vipros 5 - Cell #3
72.72,9/3/2015,Amada Vipros 2 - Cell #1
73.13,9/3/2015,Amada Vipros 3 - Cell #2
86.6,9/3/2015,FINNSG2
88.6,9/3/2015,FINNSG3
86.1,9/3/2015,FINNSG1
88.3,9/3/2015,FINNSG5
80.19,9/3/2015,Salvagnini laser
92.2,9/3/2015,FINNSG2
69.15,9/3/2015,Amada Vipros 2 - Cell #1
65.04,9/3/2015,Amada Vipros 1 - Cell #1
56.13,9/3/2015,Salvagnini laser
27.58,9/3/2015,Salvagnini laser
87.2,9/3/2015,FINNSG3
82.9,9/3/2015,FINNSG1
70.22,9/3/2015,Amada FMS #2
87.9,9/3/2015,FINNSG3
84.7,9/3/2015,FINNSG2
86.8,9/3/2015,FINNSG5
90.6,9/3/2015,FINNSG2
87.5,9/3/2015,FINNSG3
78.33,9/3/2015,Amada Vipros 3 - Cell #2
65.58,9/3/2015,Amada Vipros 2 - Cell #1
88.3,9/3/2015,FINNSG3
67.05,9/3/2015,Amada Vipros 5 - Cell #3
88.6,9/3/2015,FINNSG3
72.22,9/3/2015,Amada Pulsar Laser  - Cell #1
89.2,9/3/2015,FINNSG2
71.86,9/3/2015,Salvagnini laser
87.8,9/3/2015,FINNSG3
78.84,9/3/2015,Amada FMS #2
78.5,9/3/2015,FINNSG1
88.8,9/3/2015,FINNSG2
90.8,9/3/2015,FINNSG3
88.4,9/3/2015,FINNSG4
83.5,9/3/2015,FINNSG5
87.3,9/3/2015,FINNSG2
77.24,9/3/2015,Amada FMS #2
87.9,9/3/2015,FINNSG3
66.89,9/3/2015,Salvagnini laser
69.63,9/3/2015,Amada Vipros 3 - Cell #2
88.9,9/3/2015,FINNSG2
88.7,9/3/2015,FINNSG3
45.73,9/3/2015,Salvagnini laser
87.9,9/3/2015,FINNSG4
84.3,9/3/2015,FINNSG1
64.89,9/3/2015,Amada Vipros 5 - Cell #3
45.73,9/3/2015,Salvagnini laser
70.45,9/3/2015,Amada Vipros 5 - Cell #3
87.8,9/3/2015,FINNSG2
90.2,9/3/2015,FINNSG3
60.56,9/3/2015,Amada Vipros 1 - Cell #1
59.69,9/3/2015,Amada Vipros 2 - Cell #1
86.6,9/3/2015,FINNSG2
86.3,9/3/2015,FINNSG5
89.6,9/3/2015,FINNSG4
85.8,9/3/2015,FINNSG1
90.9,9/3/2015,FINNSG4
84.8,9/3/2015,FINNSG3
82.2,9/3/2015,FINNSG5
87.1,9/3/2015,FINNSG2
89.6,9/3/2015,FINNSG1
81.79,9/3/2015,Amada Pulsar Laser  - Cell #1
75.7,9/3/2015,Amada Vipros 3 - Cell #2
89.2,9/3/2015,FINNSG1
89.5,9/3/2015,FINNSG4
84.9,9/3/2015,FINNSG5
90.1,9/3/2015,FINNSG3
88.3,9/3/2015,FINNSG4
89.2,9/3/2015,FINNSG2
89.9,9/3/2015,FINNSG3
91.8,9/3/2015,FINNSG3
75.13,9/3/2015,Amada Vipros 1 - Cell #1
64.3,9/3/2015,FINNSG2
89.7,9/3/2015,FINNSG1
77.24,9/4/2015,Amada FMS #2
83.6,9/4/2015,FINNSG3
73.3,9/4/2015,Amada Pulsar Laser  - Cell #1
89,9/4/2015,FINNSG2
65.05,9/4/2015,Amada Vipros 3 - Cell #2
57.4,9/4/2015,FINNSG1
86.1,9/4/2015,FINNSG3
88,9/4/2015,FINNSG3
89,9/4/2015,FINNSG4
89.47,9/4/2015,Salvagnini laser
72.02,9/4/2015,Amada Pulsar Laser  - Cell #1
80.24,9/4/2015,Amada FMS #2
89.3,9/4/2015,FINNSG3
88.5,9/4/2015,FINNSG2
73.08,9/4/2015,Amada Vipros 1 - Cell #1
86.4,9/4/2015,FINNSG3
90.7,9/4/2015,FINNSG5
87.9,9/4/2015,FINNSG2
80.59,9/4/2015,Amada Vipros 3 - Cell #2
90.7,9/4/2015,Amada FMS #2
90.1,9/4/2015,FINNSG3
74.87,9/4/2015,Amada Vipros 2 - Cell #1
87.8,9/4/2015,FINNSG2
72.87,9/4/2015,Amada Pulsar Laser  - Cell #1
124.11,9/4/2015,Salvagnini laser
91.5,9/4/2015,FINNSG2
88.7,9/4/2015,FINNSG5
33.92,9/4/2015,Salvagnini laser
72.87,9/4/2015,Amada Vipros 1 - Cell #1
74.26,9/4/2015,Amada FMS #2
86.9,9/4/2015,FINNSG4
90.6,9/4/2015,FINNSG3
78.65,9/4/2015,Amada Vipros 5 - Cell #3
91.6,9/4/2015,FINNSG5
89.5,9/4/2015,FINNSG4
89.5,9/4/2015,FINNSG4
87.9,9/4/2015,FINNSG5
88.3,9/4/2015,FINNSG4
88,9/4/2015,FINNSG3
72.2,9/4/2015,Amada Pulsar Laser  - Cell #1
76.6,9/4/2015,Amada Vipros 5 - Cell #3
40.97,9/4/2015,Salvagnini laser
72.59,9/4/2015,Amada Vipros 2 - Cell #1
88.9,9/4/2015,FINNSG4
81.63,9/4/2015,Amada FMS #2
89.2,9/4/2015,FINNSG5
71.66,9/4/2015,Amada Vipros 3 - Cell #2
89.9,9/4/2015,FINNSG5
71.79,9/4/2015,Amada Pulsar Laser  - Cell #1
84.94,9/4/2015,Amada FMS #2
91,9/4/2015,FINNSG4
70.3,9/4/2015,FINNSG3
83.9,9/4/2015,FINNSG5
71.58,9/4/2015,Amada Vipros 2 - Cell #1
86.15,9/4/2015,Salvagnini laser
91.2,9/4/2015,FINNSG3
71.53,9/4/2015,Amada Pulsar Laser  - Cell #1
90,9/4/2015,FINNSG5
52.61,9/4/2015,Amada Vipros 1 - Cell #1
82.43,9/4/2015,Amada FMS #2
90.2,9/4/2015,FINNSG5
15.11,9/4/2015,Amada Pulsar Laser  - Cell #1
91.6,9/4/2015,FINNSG3
78.67,9/4/2015,Amada Vipros 1 - Cell #1
91.4,9/4/2015,FINNSG5
84.76,9/4/2015,Amada FMS #2
64.09,9/4/2015,Amada Vipros 2 - Cell #1
72.12,9/4/2015,Amada Vipros 3 - Cell #2
88.4,9/4/2015,FINNSG4
88.4,9/4/2015,FINNSG3
91.4,9/4/2015,FINNSG5
88.7,9/4/2015,FINNSG3
69.15,9/4/2015,Amada Vipros 1 - Cell #1
87.4,9/4/2015,FINNSG5
79.79,9/4/2015,Salvagnini laser
90,9/4/2015,FINNSG3
76.33,9/4/2015,Amada FMS #2
91.5,9/4/2015,FINNSG5
76.33,9/4/2015,Amada Vipros 5 - Cell #3
87.29,9/4/2015,Salvagnini laser
81.6,9/4/2015,Amada Vipros 2 - Cell #1
78.34,9/4/2015,Amada FMS #2
84.7,9/4/2015,FINNSG2
91.8,9/4/2015,FINNSG2
88.8,9/4/2015,FINNSG5
87.8,9/4/2015,FINNSG2
88.9,9/4/2015,FINNSG4
87.1,9/4/2015,FINNSG3
90.2,9/4/2015,FINNSG5
71.18,9/4/2015,Amada Vipros 3 - Cell #2
83.76,9/4/2015,Amada FMS #2
74.63,9/4/2015,Amada Pulsar Laser  - Cell #1
49.94,9/4/2015,Amada Vipros 2 - Cell #1
33.82,9/4/2015,Salvagnini laser
90,9/4/2015,FINNSG4
89.7,9/4/2015,FINNSG5
87.5,9/4/2015,FINNSG4
83.55,9/4/2015,Amada FMS #2
89.3,9/4/2015,FINNSG5
92.7,9/4/2015,FINNSG4
90.3,9/4/2015,FINNSG3
86.1,9/4/2015,FINNSG2
89.9,9/4/2015,FINNSG4
59.84,9/4/2015,Amada Vipros 2 - Cell #1
84.94,9/4/2015,Amada FMS #2
54.09,9/4/2015,Salvagnini laser
90.8,9/4/2015,FINNSG5
85.7,9/4/2015,FINNSG2
91.1,9/4/2015,FINNSG4
91.4,9/4/2015,FINNSG4
57.04,9/4/2015,Amada Pulsar Laser  - Cell #1
73.96,9/4/2015,Amada Vipros 3 - Cell #2
88.7,9/4/2015,FINNSG2
71.76,9/4/2015,Amada Vipros 5 - Cell #3
89.6,9/4/2015,FINNSG4
90.3,9/4/2015,FINNSG5
80.33,9/4/2015,Amada FMS #2
90.3,9/4/2015,FINNSG3
85.85,9/4/2015,Salvagnini laser
88.4,9/4/2015,FINNSG4
90.9,9/4/2015,FINNSG5
74.4,9/4/2015,Amada Vipros 5 - Cell #3
92,9/4/2015,FINNSG4
76.82,9/4/2015,Amada FMS #2
90.7,9/4/2015,FINNSG2
77.11,9/4/2015,Amada Vipros 1 - Cell #1
90.2,9/4/2015,FINNSG3
89.1,9/4/2015,FINNSG3
74.55,9/4/2015,Amada Vipros 5 - Cell #3
8.29,9/4/2015,Amada Pulsar Laser  - Cell #1
89.3,9/4/2015,FINNSG4
87.9,9/4/2015,FINNSG5
87.7,9/4/2015,FINNSG3
73.44,9/4/2015,Amada Vipros 3 - Cell #2
90.4,9/4/2015,FINNSG3
92.4,9/4/2015,FINNSG4
89.1,9/4/2015,FINNSG3
91.2,9/4/2015,FINNSG2
92.9,9/4/2015,FINNSG3
86.5,9/4/2015,FINNSG1
66.72,9/4/2015,Amada Pulsar Laser  - Cell #1
83.67,9/4/2015,Amada Vipros 5 - Cell #3
90.26,9/4/2015,Salvagnini laser
88,9/4/2015,FINNSG3
31.87,9/4/2015,Salvagnini laser
88.4,9/4/2015,FINNSG2
89,9/4/2015,FINNSG5
78.59,9/4/2015,Amada Vipros 5 - Cell #3
91.4,9/4/2015,FINNSG3
91.3,9/4/2015,FINNSG1
84.5,9/4/2015,FINNSG5
78.18,9/4/2015,Amada Vipros 5 - Cell #3
91.2,9/4/2015,FINNSG1
87.8,9/4/2015,FINNSG5
64.8,9/4/2015,FINNSG5
90,9/4/2015,FINNSG3
88,9/4/2015,FINNSG1
91.9,9/4/2015,FINNSG1
89.9,9/4/2015,FINNSG1
64.91,9/4/2015,Amada Vipros 1 - Cell #1
83.6,9/4/2015,FINNSG2
79.8,9/4/2015,FINNSG1
89.9,9/4/2015,FINNSG1
82.8,9/4/2015,FINNSG1
76.37,9/4/2015,Amada Vipros 1 - Cell #1
90.5,9/4/2015,FINNSG5
90.8,9/4/2015,FINNSG3
74.2,9/4/2015,FINNSG5
90.1,9/4/2015,FINNSG3
88.1,9/4/2015,FINNSG2
89,9/4/2015,FINNSG5
83.1,9/4/2015,FINNSG3
75.07,9/4/2015,Amada Vipros 3 - Cell #2
89.8,9/4/2015,FINNSG3
86.7,9/4/2015,FINNSG5
90.04,9/4/2015,Amada FMS #2
88.56,9/4/2015,Amada FMS #2
84.94,9/4/2015,Amada FMS #2
79.9,9/4/2015,FINNSG5
88.1,9/4/2015,FINNSG3
87.6,9/4/2015,FINNSG2
76.35,9/4/2015,Amada Vipros 3 - Cell #2
90.3,9/4/2015,FINNSG3
82.26,9/4/2015,Salvagnini laser
87.2,9/4/2015,FINNSG5
89.4,9/4/2015,FINNSG2
86.1,9/4/2015,FINNSG2
84.2,9/4/2015,FINNSG2
81.1,9/4/2015,FINNSG1
81.09,9/4/2015,Amada Vipros 1 - Cell #1
73.89,9/4/2015,Amada FMS #2
77.29,9/4/2015,Amada FMS #2
65.73,9/4/2015,Amada FMS #2
88.4,9/4/2015,FINNSG2
69,9/4/2015,FINNSG5
68.4,9/4/2015,Salvagnini laser
65.58,9/4/2015,Amada Vipros 3 - Cell #2
73.86,9/4/2015,Amada Vipros 1 - Cell #1
92.6,9/4/2015,FINNSG2
92.1,9/4/2015,FINNSG2
89.6,9/4/2015,FINNSG3
82.11,9/4/2015,Amada FMS #2
77.14,9/4/2015,Amada FMS #2
75.69,9/4/2015,Amada Vipros 3 - Cell #2
84.7,9/4/2015,FINNSG1
68.4,9/4/2015,Salvagnini laser
89.3,9/4/2015,FINNSG5
85.8,9/4/2015,FINNSG1
85,9/4/2015,FINNSG1
80.8,9/4/2015,FINNSG1
85.7,9/4/2015,FINNSG1
86.7,9/4/2015,FINNSG5
